administration_date;region_name;age_range;supplier;first_dose;second_dose;Total_doses
2020-12-31;Toscana;80-89;Pfizer/BioNTech;258;0;258
2020-12-31;Toscana;90+;Pfizer/BioNTech;204;0;204
2020-12-31;Umbria;20-29;Pfizer/BioNTech;26;0;26
2020-12-31;Umbria;30-39;Pfizer/BioNTech;60;0;60
2020-12-31;Umbria;40-49;Pfizer/BioNTech;93;0;93
2020-12-31;Umbria;50-59;Pfizer/BioNTech;100;0;100
2020-12-31;Umbria;60-69;Pfizer/BioNTech;43;0;43
2020-12-31;Valle d'Aosta / Vallée d'Aoste;20-29;Pfizer/BioNTech;1;0;1
2020-12-31;Valle d'Aosta / Vallée d'Aoste;30-39;Pfizer/BioNTech;2;0;2
2020-12-31;Valle d'Aosta / Vallée d'Aoste;40-49;Pfizer/BioNTech;3;0;3
2020-12-31;Valle d'Aosta / Vallée d'Aoste;50-59;Pfizer/BioNTech;10;0;10
2020-12-31;Valle d'Aosta / Vallée d'Aoste;60-69;Pfizer/BioNTech;2;0;2
2020-12-31;Veneto;16-19;Pfizer/BioNTech;1;0;1
2020-12-31;Veneto;20-29;Pfizer/BioNTech;348;0;348
2020-12-31;Veneto;30-39;Pfizer/BioNTech;501;0;501
2020-12-31;Veneto;40-49;Pfizer/BioNTech;763;0;763
2020-12-31;Veneto;50-59;Pfizer/BioNTech;969;0;969
2020-12-31;Veneto;60-69;Pfizer/BioNTech;396;0;396
2020-12-31;Veneto;70-79;Pfizer/BioNTech;45;0;45
2020-12-31;Veneto;80-89;Pfizer/BioNTech;98;0;98
2020-12-31;Veneto;90+;Pfizer/BioNTech;98;0;98
2021-01-01;Campania;20-29;Pfizer/BioNTech;76;0;76
2021-01-01;Campania;30-39;Pfizer/BioNTech;189;0;189
2021-01-01;Campania;40-49;Pfizer/BioNTech;212;0;212
2021-01-01;Campania;50-59;Pfizer/BioNTech;270;0;270
2021-01-01;Campania;60-69;Pfizer/BioNTech;172;0;172
2021-01-01;Lazio;16-19;Pfizer/BioNTech;2;0;2
2021-01-01;Lazio;20-29;Pfizer/BioNTech;259;0;259
2021-01-01;Lazio;30-39;Pfizer/BioNTech;589;0;589
2021-01-01;Lazio;40-49;Pfizer/BioNTech;827;0;827
2021-01-01;Lazio;50-59;Pfizer/BioNTech;1113;0;1113
2021-01-01;Lazio;60-69;Pfizer/BioNTech;684;0;684
2021-01-01;Lazio;70-79;Pfizer/BioNTech;56;0;56
2021-01-01;Lazio;80-89;Pfizer/BioNTech;17;0;17
2021-01-01;Lazio;90+;Pfizer/BioNTech;7;0;7
2021-01-01;Liguria;20-29;Pfizer/BioNTech;14;0;14
2021-01-01;Liguria;30-39;Pfizer/BioNTech;21;0;21
2021-01-01;Liguria;40-49;Pfizer/BioNTech;30;0;30
2021-01-01;Liguria;50-59;Pfizer/BioNTech;61;0;61
2021-01-01;Liguria;60-69;Pfizer/BioNTech;18;0;18
2021-01-01;Lombardia;20-29;Pfizer/BioNTech;1;0;1
2021-01-01;Lombardia;30-39;Pfizer/BioNTech;6;0;6
2021-01-01;Lombardia;40-49;Pfizer/BioNTech;6;0;6
2021-01-01;Lombardia;50-59;Pfizer/BioNTech;8;0;8
2021-01-01;Lombardia;60-69;Pfizer/BioNTech;2;0;2
2021-01-01;Lombardia;70-79;Pfizer/BioNTech;1;0;1
2021-01-01;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;3;0;3
2021-01-01;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;3;0;3
2021-01-01;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;9;0;9
2021-01-01;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;17;0;17
2021-01-01;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;45;0;45
2021-01-01;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;39;0;39
2021-01-01;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;24;0;24
2021-01-01;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;11;0;11
2021-01-01;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;35;0;35
2021-01-01;Provincia Autonoma Trento;90+;Pfizer/BioNTech;33;0;33
2021-01-01;Piemonte;20-29;Pfizer/BioNTech;101;0;101
2021-01-01;Piemonte;30-39;Pfizer/BioNTech;189;0;189
2021-01-01;Piemonte;40-49;Pfizer/BioNTech;216;0;216
2021-01-01;Piemonte;50-59;Pfizer/BioNTech;368;0;368
2021-01-01;Piemonte;60-69;Pfizer/BioNTech;158;0;158
2021-01-01;Piemonte;70-79;Pfizer/BioNTech;6;0;6
2021-01-01;Puglia;20-29;Pfizer/BioNTech;18;0;18
2021-01-01;Puglia;30-39;Pfizer/BioNTech;39;0;39
2021-01-01;Puglia;40-49;Pfizer/BioNTech;36;0;36
2021-01-01;Puglia;50-59;Pfizer/BioNTech;32;0;32
2021-01-01;Puglia;60-69;Pfizer/BioNTech;22;0;22
2021-01-01;Sardegna;30-39;Pfizer/BioNTech;5;0;5
2021-01-01;Sardegna;40-49;Pfizer/BioNTech;7;0;7
2021-01-01;Sardegna;50-59;Pfizer/BioNTech;12;0;12
2021-01-01;Sardegna;60-69;Pfizer/BioNTech;8;0;8
2021-01-01;Sicilia;20-29;Pfizer/BioNTech;138;0;138
2021-01-01;Sicilia;30-39;Pfizer/BioNTech;166;0;166
2021-01-01;Sicilia;40-49;Pfizer/BioNTech;179;0;179
2021-01-01;Sicilia;50-59;Pfizer/BioNTech;191;0;191
2021-01-01;Sicilia;60-69;Pfizer/BioNTech;132;0;132
2021-01-01;Sicilia;70-79;Pfizer/BioNTech;9;0;9
2021-01-01;Toscana;20-29;Pfizer/BioNTech;174;0;174
2021-01-01;Toscana;30-39;Pfizer/BioNTech;372;0;372
2021-01-01;Toscana;40-49;Pfizer/BioNTech;411;0;411
2021-01-01;Toscana;50-59;Pfizer/BioNTech;531;0;531
2021-01-01;Toscana;60-69;Pfizer/BioNTech;264;0;264
2021-01-01;Toscana;70-79;Pfizer/BioNTech;100;0;100
2021-01-01;Toscana;80-89;Pfizer/BioNTech;231;0;231
2021-01-01;Toscana;90+;Pfizer/BioNTech;286;0;286
2021-01-01;Umbria;20-29;Pfizer/BioNTech;12;0;12
2021-01-01;Umbria;30-39;Pfizer/BioNTech;70;0;70
2021-01-01;Umbria;40-49;Pfizer/BioNTech;85;0;85
2021-01-01;Umbria;50-59;Pfizer/BioNTech;75;0;75
2021-01-01;Umbria;60-69;Pfizer/BioNTech;32;0;32
2021-01-01;Veneto;20-29;Pfizer/BioNTech;125;0;125
2021-01-01;Veneto;30-39;Pfizer/BioNTech;308;0;308
2021-01-01;Veneto;40-49;Pfizer/BioNTech;389;0;389
2021-01-01;Veneto;50-59;Pfizer/BioNTech;523;0;523
2021-01-01;Veneto;60-69;Pfizer/BioNTech;181;0;181
2021-01-01;Veneto;70-79;Pfizer/BioNTech;2;0;2
2021-01-02;Abruzzo;20-29;Pfizer/BioNTech;62;0;62
2021-01-02;Abruzzo;30-39;Pfizer/BioNTech;125;0;125
2021-01-02;Abruzzo;40-49;Pfizer/BioNTech;136;0;136
2021-01-02;Abruzzo;50-59;Pfizer/BioNTech;132;0;132
2021-01-02;Abruzzo;60-69;Pfizer/BioNTech;92;0;92
2021-01-02;Abruzzo;80-89;Pfizer/BioNTech;1;0;1
2021-01-02;Basilicata;20-29;Pfizer/BioNTech;54;0;54
2021-01-02;Basilicata;30-39;Pfizer/BioNTech;153;0;153
2021-01-02;Basilicata;40-49;Pfizer/BioNTech;265;0;265
2021-01-02;Basilicata;50-59;Pfizer/BioNTech;291;0;291
2021-01-02;Basilicata;60-69;Pfizer/BioNTech;185;0;185
2021-01-02;Basilicata;70-79;Pfizer/BioNTech;1;0;1
2021-01-02;Calabria;20-29;Pfizer/BioNTech;8;0;8
2021-01-02;Calabria;30-39;Pfizer/BioNTech;19;0;19
2021-01-02;Calabria;40-49;Pfizer/BioNTech;35;0;35
2021-01-02;Calabria;50-59;Pfizer/BioNTech;53;0;53
2021-01-02;Calabria;60-69;Pfizer/BioNTech;50;0;50
2021-01-02;Campania;16-19;Pfizer/BioNTech;1;0;1
2021-01-02;Campania;20-29;Pfizer/BioNTech;277;0;277
2021-01-02;Campania;30-39;Pfizer/BioNTech;635;0;635
2021-01-02;Campania;40-49;Pfizer/BioNTech;790;0;790
2021-01-02;Campania;50-59;Pfizer/BioNTech;1022;0;1022
2021-01-02;Campania;60-69;Pfizer/BioNTech;910;0;910
2021-01-02;Campania;70-79;Pfizer/BioNTech;36;0;36
2021-01-02;Campania;80-89;Pfizer/BioNTech;1;0;1
2021-01-02;Campania;90+;Pfizer/BioNTech;1;0;1
2021-01-02;Emilia-Romagna;16-19;Pfizer/BioNTech;2;0;2
2021-01-02;Emilia-Romagna;20-29;Pfizer/BioNTech;245;0;245
2021-01-02;Emilia-Romagna;30-39;Pfizer/BioNTech;498;0;498
2021-01-02;Emilia-Romagna;40-49;Pfizer/BioNTech;507;0;507
2021-01-02;Emilia-Romagna;50-59;Pfizer/BioNTech;574;0;574
2021-01-02;Emilia-Romagna;60-69;Pfizer/BioNTech;328;0;328
2021-01-02;Emilia-Romagna;70-79;Pfizer/BioNTech;41;0;41
2021-01-02;Emilia-Romagna;80-89;Pfizer/BioNTech;86;0;86
2021-01-02;Emilia-Romagna;90+;Pfizer/BioNTech;72;0;72
2021-01-02;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;128;0;128
2021-01-02;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;248;0;248
2021-01-02;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;274;0;274
2021-01-02;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;322;0;322
2021-01-02;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;208;0;208
2021-01-02;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;34;0;34
2021-01-02;Friuli-Venezia Giulia;80-89;Pfizer/BioNTech;2;0;2
2021-01-02;Lazio;16-19;Pfizer/BioNTech;13;0;13
2021-01-02;Lazio;20-29;Pfizer/BioNTech;596;0;596
2021-01-02;Lazio;30-39;Pfizer/BioNTech;1131;0;1131
2021-01-02;Lazio;40-49;Pfizer/BioNTech;1454;0;1454
2021-01-02;Lazio;50-59;Pfizer/BioNTech;1872;0;1872
2021-01-02;Lazio;60-69;Pfizer/BioNTech;1321;0;1321
2021-01-02;Lazio;70-79;Pfizer/BioNTech;139;0;139
2021-01-02;Lazio;80-89;Pfizer/BioNTech;111;0;111
2021-01-02;Lazio;90+;Pfizer/BioNTech;70;0;70
2021-01-02;Liguria;20-29;Pfizer/BioNTech;51;0;51
2021-01-02;Liguria;30-39;Pfizer/BioNTech;96;0;96
2021-01-02;Liguria;40-49;Pfizer/BioNTech;153;0;153
2021-01-02;Liguria;50-59;Pfizer/BioNTech;287;0;287
2021-01-02;Liguria;60-69;Pfizer/BioNTech;101;0;101
2021-01-02;Liguria;70-79;Pfizer/BioNTech;3;0;3
2021-01-02;Lombardia;20-29;Pfizer/BioNTech;27;0;27
2021-01-02;Lombardia;30-39;Pfizer/BioNTech;41;0;41
2021-01-02;Lombardia;40-49;Pfizer/BioNTech;55;0;55
2021-01-02;Lombardia;50-59;Pfizer/BioNTech;52;0;52
2021-01-02;Lombardia;60-69;Pfizer/BioNTech;23;0;23
2021-01-02;Lombardia;70-79;Pfizer/BioNTech;1;0;1
2021-01-02;Marche;20-29;Pfizer/BioNTech;29;0;29
2021-01-02;Marche;30-39;Pfizer/BioNTech;84;0;84
2021-01-02;Marche;40-49;Pfizer/BioNTech;115;0;115
2021-01-02;Marche;50-59;Pfizer/BioNTech;162;0;162
2021-01-02;Marche;60-69;Pfizer/BioNTech;63;0;63
2021-01-02;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;6;0;6
2021-01-02;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;9;0;9
2021-01-02;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;33;0;33
2021-01-02;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;22;0;22
2021-01-02;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;20;0;20
2021-01-02;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;1;0;1
2021-01-02;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;44;0;44
2021-01-02;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;71;0;71
2021-01-02;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;95;0;95
2021-01-02;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;109;0;109
2021-01-02;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;41;0;41
2021-01-02;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;31;0;31
2021-01-02;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;48;0;48
2021-01-02;Provincia Autonoma Trento;90+;Pfizer/BioNTech;63;0;63
2021-01-02;Piemonte;16-19;Pfizer/BioNTech;1;0;1
2021-01-02;Piemonte;20-29;Pfizer/BioNTech;390;0;390
2021-01-02;Piemonte;30-39;Pfizer/BioNTech;615;0;615
2021-01-02;Piemonte;40-49;Pfizer/BioNTech;789;0;789
2021-01-02;Piemonte;50-59;Pfizer/BioNTech;1145;0;1145
2021-01-02;Piemonte;60-69;Pfizer/BioNTech;516;0;516
2021-01-02;Piemonte;70-79;Pfizer/BioNTech;35;0;35
2021-01-02;Piemonte;80-89;Pfizer/BioNTech;30;0;30
2021-01-02;Piemonte;90+;Pfizer/BioNTech;24;0;24
2021-01-02;Puglia;20-29;Pfizer/BioNTech;216;0;216
2021-01-02;Puglia;30-39;Pfizer/BioNTech;623;0;623
2021-01-02;Puglia;40-49;Pfizer/BioNTech;734;0;734
2021-01-02;Puglia;50-59;Pfizer/BioNTech;867;0;867
2021-01-02;Puglia;60-69;Pfizer/BioNTech;479;0;479
2021-01-02;Puglia;70-79;Pfizer/BioNTech;14;0;14
2021-01-02;Puglia;80-89;Pfizer/BioNTech;4;0;4
2021-01-02;Puglia;90+;Pfizer/BioNTech;11;0;11
2021-01-02;Sardegna;20-29;Pfizer/BioNTech;2;0;2
2021-01-02;Sardegna;30-39;Pfizer/BioNTech;7;0;7
2021-01-02;Sardegna;40-49;Pfizer/BioNTech;13;0;13
2021-01-02;Sardegna;50-59;Pfizer/BioNTech;26;0;26
2021-01-02;Sardegna;60-69;Pfizer/BioNTech;12;0;12
2021-01-02;Sicilia;16-19;Pfizer/BioNTech;2;0;2
2021-01-02;Sicilia;20-29;Pfizer/BioNTech;475;0;475
2021-01-02;Sicilia;30-39;Pfizer/BioNTech;862;0;862
2021-01-02;Sicilia;40-49;Pfizer/BioNTech;1033;0;1033
2021-01-02;Sicilia;50-59;Pfizer/BioNTech;1424;0;1424
2021-01-02;Sicilia;60-69;Pfizer/BioNTech;1058;0;1058
2021-01-02;Sicilia;70-79;Pfizer/BioNTech;23;0;23
2021-01-02;Sicilia;80-89;Pfizer/BioNTech;1;0;1
2021-01-02;Sicilia;90+;Pfizer/BioNTech;1;0;1
2021-01-02;Toscana;20-29;Pfizer/BioNTech;310;0;310
2021-01-02;Toscana;30-39;Pfizer/BioNTech;630;0;630
2021-01-02;Toscana;40-49;Pfizer/BioNTech;660;0;660
2021-01-02;Toscana;50-59;Pfizer/BioNTech;778;0;778
2021-01-02;Toscana;60-69;Pfizer/BioNTech;408;0;408
2021-01-02;Toscana;70-79;Pfizer/BioNTech;142;0;142
2021-01-02;Toscana;80-89;Pfizer/BioNTech;288;0;288
2021-01-02;Toscana;90+;Pfizer/BioNTech;281;0;281
2021-01-02;Umbria;20-29;Pfizer/BioNTech;19;0;19
2021-01-02;Umbria;30-39;Pfizer/BioNTech;100;0;100
2021-01-02;Umbria;40-49;Pfizer/BioNTech;75;0;75
2021-01-02;Umbria;50-59;Pfizer/BioNTech;65;0;65
2021-01-02;Umbria;60-69;Pfizer/BioNTech;45;0;45
2021-01-02;Valle d'Aosta / Vallée d'Aoste;70-79;Pfizer/BioNTech;2;0;2
2021-01-02;Valle d'Aosta / Vallée d'Aoste;80-89;Pfizer/BioNTech;3;0;3
2021-01-02;Valle d'Aosta / Vallée d'Aoste;90+;Pfizer/BioNTech;1;0;1
2021-01-02;Veneto;20-29;Pfizer/BioNTech;580;0;580
2021-01-02;Veneto;30-39;Pfizer/BioNTech;993;0;993
2021-01-02;Veneto;40-49;Pfizer/BioNTech;1252;0;1252
2021-01-02;Veneto;50-59;Pfizer/BioNTech;1641;0;1641
2021-01-02;Veneto;60-69;Pfizer/BioNTech;724;0;724
2021-01-02;Veneto;70-79;Pfizer/BioNTech;96;0;96
2021-01-02;Veneto;80-89;Pfizer/BioNTech;230;0;230
2021-01-02;Veneto;90+;Pfizer/BioNTech;227;0;227
2021-01-03;Abruzzo;20-29;Pfizer/BioNTech;77;0;77
2021-01-03;Abruzzo;30-39;Pfizer/BioNTech;94;0;94
2021-01-03;Abruzzo;40-49;Pfizer/BioNTech;135;0;135
2021-01-03;Abruzzo;50-59;Pfizer/BioNTech;107;0;107
2021-01-03;Abruzzo;60-69;Pfizer/BioNTech;57;0;57
2021-01-03;Abruzzo;80-89;Pfizer/BioNTech;1;0;1
2021-01-03;Basilicata;20-29;Pfizer/BioNTech;45;0;45
2021-01-03;Basilicata;30-39;Pfizer/BioNTech;144;0;144
2021-01-03;Basilicata;40-49;Pfizer/BioNTech;273;0;273
2021-01-03;Basilicata;50-59;Pfizer/BioNTech;282;0;282
2021-01-03;Basilicata;60-69;Pfizer/BioNTech;155;0;155
2021-01-03;Basilicata;70-79;Pfizer/BioNTech;1;0;1
2021-01-03;Calabria;30-39;Pfizer/BioNTech;1;0;1
2021-01-03;Calabria;50-59;Pfizer/BioNTech;1;0;1
2021-01-03;Calabria;60-69;Pfizer/BioNTech;4;0;4
2021-01-03;Campania;20-29;Pfizer/BioNTech;263;0;263
2021-01-03;Campania;30-39;Pfizer/BioNTech;613;0;613
2021-01-03;Campania;40-49;Pfizer/BioNTech;719;0;719
2021-01-03;Campania;50-59;Pfizer/BioNTech;1067;0;1067
2021-01-03;Campania;60-69;Pfizer/BioNTech;1126;0;1126
2021-01-03;Campania;70-79;Pfizer/BioNTech;48;0;48
2021-01-03;Campania;80-89;Pfizer/BioNTech;1;0;1
2021-01-03;Emilia-Romagna;20-29;Pfizer/BioNTech;341;0;341
2021-01-03;Emilia-Romagna;30-39;Pfizer/BioNTech;564;0;564
2021-01-03;Emilia-Romagna;40-49;Pfizer/BioNTech;626;0;626
2021-01-03;Emilia-Romagna;50-59;Pfizer/BioNTech;709;0;709
2021-01-03;Emilia-Romagna;60-69;Pfizer/BioNTech;338;0;338
2021-01-03;Emilia-Romagna;70-79;Pfizer/BioNTech;48;0;48
2021-01-03;Emilia-Romagna;80-89;Pfizer/BioNTech;62;0;62
2021-01-03;Emilia-Romagna;90+;Pfizer/BioNTech;66;0;66
2021-01-03;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;70;0;70
2021-01-03;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;60;0;60
2021-01-03;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;66;0;66
2021-01-03;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;63;0;63
2021-01-03;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;38;0;38
2021-01-03;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;14;0;14
2021-01-03;Friuli-Venezia Giulia;90+;Pfizer/BioNTech;1;0;1
2021-01-03;Lazio;20-29;Pfizer/BioNTech;459;0;459
2021-01-03;Lazio;30-39;Pfizer/BioNTech;872;0;872
2021-01-03;Lazio;40-49;Pfizer/BioNTech;1242;0;1242
2021-01-03;Lazio;50-59;Pfizer/BioNTech;1464;0;1464
2021-01-03;Lazio;60-69;Pfizer/BioNTech;1043;0;1043
2021-01-03;Lazio;70-79;Pfizer/BioNTech;90;0;90
2021-01-03;Lazio;80-89;Pfizer/BioNTech;52;0;52
2021-01-03;Lazio;90+;Pfizer/BioNTech;28;0;28
2021-01-03;Liguria;20-29;Pfizer/BioNTech;63;0;63
2021-01-03;Liguria;30-39;Pfizer/BioNTech;112;0;112
2021-01-03;Liguria;40-49;Pfizer/BioNTech;142;0;142
2021-01-03;Liguria;50-59;Pfizer/BioNTech;302;0;302
2021-01-03;Liguria;60-69;Pfizer/BioNTech;114;0;114
2021-01-03;Liguria;70-79;Pfizer/BioNTech;1;0;1
2021-01-03;Lombardia;20-29;Pfizer/BioNTech;86;0;86
2021-01-03;Lombardia;30-39;Pfizer/BioNTech;159;0;159
2021-01-03;Lombardia;40-49;Pfizer/BioNTech;181;0;181
2021-01-03;Lombardia;50-59;Pfizer/BioNTech;280;0;280
2021-01-03;Lombardia;60-69;Pfizer/BioNTech;133;0;133
2021-01-03;Lombardia;70-79;Pfizer/BioNTech;10;0;10
2021-01-03;Lombardia;80-89;Pfizer/BioNTech;2;0;2
2021-01-03;Lombardia;90+;Pfizer/BioNTech;3;0;3
2021-01-03;Marche;20-29;Pfizer/BioNTech;72;0;72
2021-01-03;Marche;30-39;Pfizer/BioNTech;160;0;160
2021-01-03;Marche;40-49;Pfizer/BioNTech;250;0;250
2021-01-03;Marche;50-59;Pfizer/BioNTech;288;0;288
2021-01-03;Marche;60-69;Pfizer/BioNTech;125;0;125
2021-01-03;Marche;70-79;Pfizer/BioNTech;1;0;1
2021-01-03;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;12;0;12
2021-01-03;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;2;0;2
2021-01-03;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;11;0;11
2021-01-03;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;9;0;9
2021-01-03;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;3;0;3
2021-01-03;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;3;0;3
2021-01-03;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;1;0;1
2021-01-03;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;44;0;44
2021-01-03;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;60;0;60
2021-01-03;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;84;0;84
2021-01-03;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;122;0;122
2021-01-03;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;116;0;116
2021-01-03;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;17;0;17
2021-01-03;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;21;0;21
2021-01-03;Provincia Autonoma Trento;90+;Pfizer/BioNTech;28;0;28
2021-01-03;Piemonte;20-29;Pfizer/BioNTech;296;0;296
2021-01-03;Piemonte;30-39;Pfizer/BioNTech;490;0;490
2021-01-03;Piemonte;40-49;Pfizer/BioNTech;654;0;654
2021-01-03;Piemonte;50-59;Pfizer/BioNTech;1071;0;1071
2021-01-03;Piemonte;60-69;Pfizer/BioNTech;488;0;488
2021-01-03;Piemonte;70-79;Pfizer/BioNTech;25;0;25
2021-01-03;Piemonte;80-89;Pfizer/BioNTech;23;0;23
2021-01-03;Piemonte;90+;Pfizer/BioNTech;16;0;16
2021-01-03;Puglia;20-29;Pfizer/BioNTech;196;0;196
2021-01-03;Puglia;30-39;Pfizer/BioNTech;385;0;385
2021-01-03;Puglia;40-49;Pfizer/BioNTech;500;0;500
2021-01-03;Puglia;50-59;Pfizer/BioNTech;520;0;520
2021-01-03;Puglia;60-69;Pfizer/BioNTech;258;0;258
2021-01-03;Puglia;70-79;Pfizer/BioNTech;43;0;43
2021-01-03;Puglia;80-89;Pfizer/BioNTech;63;0;63
2021-01-03;Puglia;90+;Pfizer/BioNTech;42;0;42
2021-01-03;Sardegna;20-29;Pfizer/BioNTech;9;0;9
2021-01-03;Sardegna;30-39;Pfizer/BioNTech;11;0;11
2021-01-03;Sardegna;40-49;Pfizer/BioNTech;15;0;15
2021-01-03;Sardegna;50-59;Pfizer/BioNTech;29;0;29
2021-01-03;Sardegna;60-69;Pfizer/BioNTech;25;0;25
2021-01-03;Sardegna;70-79;Pfizer/BioNTech;1;0;1
2021-01-03;Sicilia;20-29;Pfizer/BioNTech;488;0;488
2021-01-03;Sicilia;30-39;Pfizer/BioNTech;890;0;890
2021-01-03;Sicilia;40-49;Pfizer/BioNTech;1030;0;1030
2021-01-03;Sicilia;50-59;Pfizer/BioNTech;1342;0;1342
2021-01-03;Sicilia;60-69;Pfizer/BioNTech;918;0;918
2021-01-03;Sicilia;70-79;Pfizer/BioNTech;33;0;33
2021-01-03;Sicilia;80-89;Pfizer/BioNTech;1;0;1
2021-01-03;Sicilia;90+;Pfizer/BioNTech;1;0;1
2021-01-03;Toscana;20-29;Pfizer/BioNTech;351;0;351
2021-01-03;Toscana;30-39;Pfizer/BioNTech;630;0;630
2021-01-03;Toscana;40-49;Pfizer/BioNTech;617;0;617
2021-01-03;Toscana;50-59;Pfizer/BioNTech;768;0;768
2021-01-03;Toscana;60-69;Pfizer/BioNTech;339;0;339
2021-01-03;Toscana;70-79;Pfizer/BioNTech;122;0;122
2021-01-03;Toscana;80-89;Pfizer/BioNTech;261;0;261
2021-01-03;Toscana;90+;Pfizer/BioNTech;247;0;247
2021-01-03;Umbria;20-29;Pfizer/BioNTech;34;0;34
2021-01-03;Umbria;30-39;Pfizer/BioNTech;56;0;56
2021-01-03;Umbria;40-49;Pfizer/BioNTech;83;0;83
2021-01-03;Umbria;50-59;Pfizer/BioNTech;70;0;70
2021-01-03;Umbria;60-69;Pfizer/BioNTech;26;0;26
2021-01-03;Umbria;70-79;Pfizer/BioNTech;1;0;1
2021-01-03;Veneto;20-29;Pfizer/BioNTech;570;0;570
2021-01-03;Veneto;30-39;Pfizer/BioNTech;838;0;838
2021-01-03;Veneto;40-49;Pfizer/BioNTech;1167;0;1167
2021-01-03;Veneto;50-59;Pfizer/BioNTech;1619;0;1619
2021-01-03;Veneto;60-69;Pfizer/BioNTech;679;0;679
2021-01-03;Veneto;70-79;Pfizer/BioNTech;75;0;75
2021-01-03;Veneto;80-89;Pfizer/BioNTech;109;0;109
2021-01-03;Veneto;90+;Pfizer/BioNTech;100;0;100
2021-01-04;Abruzzo;20-29;Pfizer/BioNTech;94;0;94
2021-01-04;Abruzzo;30-39;Pfizer/BioNTech;243;0;243
2021-01-04;Abruzzo;40-49;Pfizer/BioNTech;328;0;328
2021-01-04;Abruzzo;50-59;Pfizer/BioNTech;403;0;403
2021-01-04;Abruzzo;60-69;Pfizer/BioNTech;330;0;330
2021-01-04;Abruzzo;70-79;Pfizer/BioNTech;2;0;2
2021-01-04;Abruzzo;80-89;Pfizer/BioNTech;1;0;1
2021-01-04;Basilicata;20-29;Pfizer/BioNTech;25;0;25
2021-01-04;Basilicata;30-39;Pfizer/BioNTech;99;0;99
2021-01-04;Basilicata;40-49;Pfizer/BioNTech;163;0;163
2021-01-04;Basilicata;50-59;Pfizer/BioNTech;169;0;169
2021-01-04;Basilicata;60-69;Pfizer/BioNTech;146;0;146
2021-01-04;Basilicata;70-79;Pfizer/BioNTech;5;0;5
2021-01-04;Calabria;20-29;Pfizer/BioNTech;53;0;53
2021-01-04;Calabria;30-39;Pfizer/BioNTech;192;0;192
2021-01-04;Calabria;40-49;Pfizer/BioNTech;276;0;276
2021-01-04;Calabria;50-59;Pfizer/BioNTech;302;0;302
2021-01-04;Calabria;60-69;Pfizer/BioNTech;225;0;225
2021-01-04;Calabria;70-79;Pfizer/BioNTech;3;0;3
