administration_date;region_name;age_range;supplier;first_dose;second_dose;Total_doses
2021-03-18;Lombardia;16-19;Pfizer/BioNTech;7;15;22
2021-03-18;Lombardia;20-29;Pfizer/BioNTech;234;304;538
2021-03-18;Lombardia;30-39;Pfizer/BioNTech;251;391;642
2021-03-18;Lombardia;40-49;Pfizer/BioNTech;362;474;836
2021-03-18;Lombardia;50-59;Pfizer/BioNTech;492;535;1027
2021-03-18;Lombardia;60-69;Pfizer/BioNTech;442;357;799
2021-03-18;Lombardia;70-79;Pfizer/BioNTech;361;231;592
2021-03-18;Lombardia;80-89;Pfizer/BioNTech;11627;6912;18539
2021-03-18;Lombardia;90+;Pfizer/BioNTech;1239;1434;2673
2021-03-18;Marche;20-29;Pfizer/BioNTech;1;83;84
2021-03-18;Marche;30-39;Pfizer/BioNTech;13;66;79
2021-03-18;Marche;40-49;Pfizer/BioNTech;13;86;99
2021-03-18;Marche;50-59;Pfizer/BioNTech;34;86;120
2021-03-18;Marche;60-69;Pfizer/BioNTech;12;63;75
2021-03-18;Marche;70-79;Pfizer/BioNTech;6;29;35
2021-03-18;Marche;80-89;Pfizer/BioNTech;25;2300;2325
2021-03-18;Marche;90+;Pfizer/BioNTech;7;347;354
2021-03-18;Molise;20-29;Pfizer/BioNTech;7;0;7
2021-03-18;Molise;30-39;Pfizer/BioNTech;18;5;23
2021-03-18;Molise;40-49;Pfizer/BioNTech;19;1;20
2021-03-18;Molise;50-59;Pfizer/BioNTech;25;8;33
2021-03-18;Molise;60-69;Pfizer/BioNTech;45;18;63
2021-03-18;Molise;70-79;Pfizer/BioNTech;98;6;104
2021-03-18;Molise;80-89;Pfizer/BioNTech;24;415;439
2021-03-18;Molise;90+;Pfizer/BioNTech;15;11;26
2021-03-18;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;17;10;27
2021-03-18;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;22;7;29
2021-03-18;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;21;14;35
2021-03-18;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;37;10;47
2021-03-18;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;31;4;35
2021-03-18;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;49;2;51
2021-03-18;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;30;851;881
2021-03-18;Provincia Autonoma Bolzano / Bozen;90+;Pfizer/BioNTech;19;178;197
2021-03-18;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;4;3;7
2021-03-18;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;9;0;9
2021-03-18;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;15;4;19
2021-03-18;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;20;6;26
2021-03-18;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;19;3;22
2021-03-18;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;540;1;541
2021-03-18;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;473;837;1310
2021-03-18;Provincia Autonoma Trento;90+;Pfizer/BioNTech;85;156;241
2021-03-18;Piemonte;16-19;Pfizer/BioNTech;6;10;16
2021-03-18;Piemonte;20-29;Pfizer/BioNTech;72;220;292
2021-03-18;Piemonte;30-39;Pfizer/BioNTech;94;334;428
2021-03-18;Piemonte;40-49;Pfizer/BioNTech;126;382;508
2021-03-18;Piemonte;50-59;Pfizer/BioNTech;163;480;643
2021-03-18;Piemonte;60-69;Pfizer/BioNTech;89;307;396
2021-03-18;Piemonte;70-79;Pfizer/BioNTech;71;96;167
2021-03-18;Piemonte;80-89;Pfizer/BioNTech;2685;4900;7585
2021-03-18;Piemonte;90+;Pfizer/BioNTech;429;840;1269
2021-03-18;Puglia;16-19;Pfizer/BioNTech;5;1;6
2021-03-18;Puglia;20-29;Pfizer/BioNTech;53;470;523
2021-03-18;Puglia;30-39;Pfizer/BioNTech;69;270;339
2021-03-18;Puglia;40-49;Pfizer/BioNTech;58;307;365
2021-03-18;Puglia;50-59;Pfizer/BioNTech;99;327;426
2021-03-18;Puglia;60-69;Pfizer/BioNTech;71;177;248
2021-03-18;Puglia;70-79;Pfizer/BioNTech;33;74;107
2021-03-18;Puglia;80-89;Pfizer/BioNTech;2471;3523;5994
2021-03-18;Puglia;90+;Pfizer/BioNTech;352;455;807
2021-03-18;Sardegna;16-19;Pfizer/BioNTech;2;1;3
2021-03-18;Sardegna;20-29;Pfizer/BioNTech;51;81;132
2021-03-18;Sardegna;30-39;Pfizer/BioNTech;107;186;293
2021-03-18;Sardegna;40-49;Pfizer/BioNTech;166;264;430
2021-03-18;Sardegna;50-59;Pfizer/BioNTech;223;312;535
2021-03-18;Sardegna;60-69;Pfizer/BioNTech;241;265;506
2021-03-18;Sardegna;70-79;Pfizer/BioNTech;791;111;902
2021-03-18;Sardegna;80-89;Pfizer/BioNTech;3459;286;3745
2021-03-18;Sardegna;90+;Pfizer/BioNTech;610;97;707
2021-03-18;Sicilia;16-19;Pfizer/BioNTech;40;4;44
2021-03-18;Sicilia;20-29;Pfizer/BioNTech;309;369;678
2021-03-18;Sicilia;30-39;Pfizer/BioNTech;387;260;647
2021-03-18;Sicilia;40-49;Pfizer/BioNTech;683;255;938
2021-03-18;Sicilia;50-59;Pfizer/BioNTech;1352;231;1583
2021-03-18;Sicilia;60-69;Pfizer/BioNTech;2316;232;2548
2021-03-18;Sicilia;70-79;Pfizer/BioNTech;2521;126;2647
2021-03-18;Sicilia;80-89;Pfizer/BioNTech;1533;3461;4994
2021-03-18;Sicilia;90+;Pfizer/BioNTech;263;471;734
2021-03-18;Toscana;16-19;Pfizer/BioNTech;4;1;5
2021-03-18;Toscana;20-29;Pfizer/BioNTech;41;47;88
2021-03-18;Toscana;30-39;Pfizer/BioNTech;51;75;126
2021-03-18;Toscana;40-49;Pfizer/BioNTech;94;70;164
2021-03-18;Toscana;50-59;Pfizer/BioNTech;129;104;233
2021-03-18;Toscana;60-69;Pfizer/BioNTech;119;68;187
2021-03-18;Toscana;70-79;Pfizer/BioNTech;106;14;120
2021-03-18;Toscana;80-89;Pfizer/BioNTech;3485;625;4110
2021-03-18;Toscana;90+;Pfizer/BioNTech;1237;2524;3761
2021-03-18;Umbria;16-19;Pfizer/BioNTech;5;3;8
2021-03-18;Umbria;20-29;Pfizer/BioNTech;88;76;164
2021-03-18;Umbria;30-39;Pfizer/BioNTech;99;142;241
2021-03-18;Umbria;40-49;Pfizer/BioNTech;120;245;365
2021-03-18;Umbria;50-59;Pfizer/BioNTech;101;237;338
2021-03-18;Umbria;60-69;Pfizer/BioNTech;77;162;239
2021-03-18;Umbria;70-79;Pfizer/BioNTech;33;66;99
2021-03-18;Umbria;80-89;Pfizer/BioNTech;978;281;1259
2021-03-18;Umbria;90+;Pfizer/BioNTech;191;26;217
2021-03-18;Valle d'Aosta / Vallée d'Aoste;40-49;Pfizer/BioNTech;0;1;1
2021-03-18;Valle d'Aosta / Vallée d'Aoste;50-59;Pfizer/BioNTech;0;3;3
2021-03-18;Valle d'Aosta / Vallée d'Aoste;70-79;Pfizer/BioNTech;2;1;3
2021-03-18;Valle d'Aosta / Vallée d'Aoste;80-89;Pfizer/BioNTech;95;1;96
2021-03-18;Valle d'Aosta / Vallée d'Aoste;90+;Pfizer/BioNTech;2;9;11
2021-03-18;Veneto;16-19;Pfizer/BioNTech;15;8;23
2021-03-18;Veneto;20-29;Pfizer/BioNTech;216;209;425
2021-03-18;Veneto;30-39;Pfizer/BioNTech;265;178;443
2021-03-18;Veneto;40-49;Pfizer/BioNTech;300;247;547
2021-03-18;Veneto;50-59;Pfizer/BioNTech;403;311;714
2021-03-18;Veneto;60-69;Pfizer/BioNTech;359;260;619
2021-03-18;Veneto;70-79;Pfizer/BioNTech;381;167;548
2021-03-18;Veneto;80-89;Pfizer/BioNTech;2432;3782;6214
2021-03-18;Veneto;90+;Pfizer/BioNTech;1019;64;1083
2021-03-18;Calabria;20-29;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Calabria;30-39;Vaxzevria (AstraZeneca);3;0;3
2021-03-18;Calabria;40-49;Vaxzevria (AstraZeneca);5;0;5
2021-03-18;Calabria;50-59;Vaxzevria (AstraZeneca);23;1;24
2021-03-18;Calabria;60-69;Vaxzevria (AstraZeneca);3;0;3
2021-03-18;Campania;40-49;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Campania;50-59;Vaxzevria (AstraZeneca);3;0;3
2021-03-18;Emilia-Romagna;60-69;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Friuli-Venezia Giulia;60-69;Vaxzevria (AstraZeneca);3;0;3
2021-03-18;Lazio;60-69;Vaxzevria (AstraZeneca);4;0;4
2021-03-18;Lazio;80-89;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Provincia Autonoma Trento;50-59;Vaxzevria (AstraZeneca);2;0;2
2021-03-18;Provincia Autonoma Trento;60-69;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Provincia Autonoma Trento;70-79;Vaxzevria (AstraZeneca);2;0;2
2021-03-18;Piemonte;80-89;Vaxzevria (AstraZeneca);2;1;3
2021-03-18;Piemonte;90+;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Puglia;20-29;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Puglia;30-39;Vaxzevria (AstraZeneca);4;0;4
2021-03-18;Puglia;40-49;Vaxzevria (AstraZeneca);9;0;9
2021-03-18;Puglia;50-59;Vaxzevria (AstraZeneca);18;0;18
2021-03-18;Puglia;60-69;Vaxzevria (AstraZeneca);10;0;10
2021-03-18;Puglia;70-79;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Veneto;40-49;Vaxzevria (AstraZeneca);1;0;1
2021-03-18;Veneto;50-59;Vaxzevria (AstraZeneca);1;0;1
2021-03-19;Abruzzo;20-29;Moderna;0;50;50
2021-03-19;Abruzzo;30-39;Moderna;1;81;82
2021-03-19;Abruzzo;40-49;Moderna;5;54;59
2021-03-19;Abruzzo;50-59;Moderna;10;25;35
2021-03-19;Abruzzo;60-69;Moderna;6;28;34
2021-03-19;Abruzzo;70-79;Moderna;14;11;25
2021-03-19;Abruzzo;80-89;Moderna;7;266;273
2021-03-19;Abruzzo;90+;Moderna;3;99;102
2021-03-19;Calabria;20-29;Moderna;0;2;2
2021-03-19;Calabria;30-39;Moderna;0;1;1
2021-03-19;Calabria;40-49;Moderna;1;4;5
2021-03-19;Calabria;50-59;Moderna;5;4;9
2021-03-19;Calabria;60-69;Moderna;6;4;10
2021-03-19;Calabria;70-79;Moderna;9;2;11
2021-03-19;Calabria;80-89;Moderna;1;99;100
2021-03-19;Calabria;90+;Moderna;0;14;14
2021-03-19;Campania;20-29;Moderna;2;1;3
2021-03-19;Campania;30-39;Moderna;0;7;7
2021-03-19;Campania;40-49;Moderna;1;8;9
2021-03-19;Campania;50-59;Moderna;2;3;5
2021-03-19;Campania;60-69;Moderna;2;4;6
2021-03-19;Campania;70-79;Moderna;4;2;6
2021-03-19;Campania;80-89;Moderna;340;30;370
2021-03-19;Campania;90+;Moderna;82;23;105
2021-03-19;Emilia-Romagna;16-19;Moderna;3;0;3
2021-03-19;Emilia-Romagna;20-29;Moderna;112;0;112
2021-03-19;Emilia-Romagna;30-39;Moderna;143;0;143
2021-03-19;Emilia-Romagna;40-49;Moderna;131;4;135
2021-03-19;Emilia-Romagna;50-59;Moderna;154;4;158
2021-03-19;Emilia-Romagna;60-69;Moderna;84;12;96
2021-03-19;Emilia-Romagna;70-79;Moderna;95;15;110
2021-03-19;Emilia-Romagna;80-89;Moderna;363;192;555
2021-03-19;Emilia-Romagna;90+;Moderna;150;160;310
2021-03-19;Friuli-Venezia Giulia;20-29;Moderna;1;0;1
2021-03-19;Friuli-Venezia Giulia;40-49;Moderna;1;1;2
2021-03-19;Friuli-Venezia Giulia;50-59;Moderna;3;2;5
2021-03-19;Friuli-Venezia Giulia;60-69;Moderna;4;0;4
2021-03-19;Friuli-Venezia Giulia;70-79;Moderna;16;0;16
2021-03-19;Friuli-Venezia Giulia;80-89;Moderna;88;164;252
2021-03-19;Friuli-Venezia Giulia;90+;Moderna;96;12;108
2021-03-19;Lazio;20-29;Moderna;5;0;5
2021-03-19;Lazio;30-39;Moderna;8;1;9
2021-03-19;Lazio;40-49;Moderna;30;1;31
2021-03-19;Lazio;50-59;Moderna;31;4;35
2021-03-19;Lazio;60-69;Moderna;35;6;41
2021-03-19;Lazio;70-79;Moderna;66;1;67
2021-03-19;Lazio;80-89;Moderna;615;655;1270
2021-03-19;Lazio;90+;Moderna;93;108;201
2021-03-19;Liguria;30-39;Moderna;2;0;2
2021-03-19;Liguria;40-49;Moderna;9;0;9
2021-03-19;Liguria;50-59;Moderna;8;0;8
2021-03-19;Liguria;60-69;Moderna;12;0;12
2021-03-19;Liguria;70-79;Moderna;21;0;21
2021-03-19;Liguria;80-89;Moderna;33;3;36
2021-03-19;Liguria;90+;Moderna;23;0;23
2021-03-19;Lombardia;16-19;Moderna;2;0;2
2021-03-19;Lombardia;20-29;Moderna;29;6;35
2021-03-19;Lombardia;30-39;Moderna;28;19;47
2021-03-19;Lombardia;40-49;Moderna;32;48;80
2021-03-19;Lombardia;50-59;Moderna;31;64;95
2021-03-19;Lombardia;60-69;Moderna;35;28;63
2021-03-19;Lombardia;70-79;Moderna;34;28;62
2021-03-19;Lombardia;80-89;Moderna;394;77;471
2021-03-19;Lombardia;90+;Moderna;54;69;123
2021-03-19;Marche;20-29;Moderna;0;10;10
2021-03-19;Marche;30-39;Moderna;1;4;5
2021-03-19;Marche;40-49;Moderna;0;13;13
2021-03-19;Marche;50-59;Moderna;4;9;13
2021-03-19;Marche;60-69;Moderna;2;16;18
2021-03-19;Marche;70-79;Moderna;13;23;36
2021-03-19;Marche;80-89;Moderna;11;52;63
2021-03-19;Marche;90+;Moderna;3;49;52
2021-03-19;Molise;20-29;Moderna;1;0;1
2021-03-19;Molise;40-49;Moderna;1;0;1
2021-03-19;Molise;50-59;Moderna;3;0;3
2021-03-19;Molise;60-69;Moderna;1;0;1
2021-03-19;Molise;70-79;Moderna;3;0;3
2021-03-19;Molise;80-89;Moderna;300;0;300
2021-03-19;Molise;90+;Moderna;16;0;16
2021-03-19;Provincia Autonoma Trento;40-49;Moderna;1;0;1
2021-03-19;Provincia Autonoma Trento;60-69;Moderna;0;3;3
2021-03-19;Provincia Autonoma Trento;70-79;Moderna;3;7;10
2021-03-19;Provincia Autonoma Trento;80-89;Moderna;25;32;57
2021-03-19;Provincia Autonoma Trento;90+;Moderna;26;42;68
2021-03-19;Piemonte;20-29;Moderna;0;12;12
2021-03-19;Piemonte;30-39;Moderna;0;10;10
2021-03-19;Piemonte;40-49;Moderna;0;28;28
2021-03-19;Piemonte;50-59;Moderna;2;35;37
2021-03-19;Piemonte;60-69;Moderna;0;20;20
2021-03-19;Piemonte;70-79;Moderna;1;9;10
2021-03-19;Piemonte;80-89;Moderna;143;2;145
2021-03-19;Piemonte;90+;Moderna;50;0;50
2021-03-19;Puglia;20-29;Moderna;14;94;108
2021-03-19;Puglia;30-39;Moderna;5;260;265
2021-03-19;Puglia;40-49;Moderna;9;272;281
2021-03-19;Puglia;50-59;Moderna;16;230;246
2021-03-19;Puglia;60-69;Moderna;5;137;142
2021-03-19;Puglia;70-79;Moderna;2;34;36
2021-03-19;Puglia;80-89;Moderna;0;2;2
2021-03-19;Sicilia;16-19;Moderna;3;0;3
2021-03-19;Sicilia;20-29;Moderna;25;17;42
2021-03-19;Sicilia;30-39;Moderna;49;36;85
2021-03-19;Sicilia;40-49;Moderna;51;26;77
2021-03-19;Sicilia;50-59;Moderna;53;43;96
2021-03-19;Sicilia;60-69;Moderna;49;28;77
2021-03-19;Sicilia;70-79;Moderna;59;25;84
2021-03-19;Sicilia;80-89;Moderna;187;57;244
2021-03-19;Sicilia;90+;Moderna;123;48;171
2021-03-19;Toscana;16-19;Moderna;2;3;5
2021-03-19;Toscana;20-29;Moderna;91;61;152
2021-03-19;Toscana;30-39;Moderna;61;39;100
2021-03-19;Toscana;40-49;Moderna;46;45;91
2021-03-19;Toscana;50-59;Moderna;88;66;154
2021-03-19;Toscana;60-69;Moderna;117;80;197
2021-03-19;Toscana;70-79;Moderna;181;48;229
2021-03-19;Toscana;80-89;Moderna;26;8;34
2021-03-19;Toscana;90+;Moderna;1;0;1
2021-03-19;Umbria;20-29;Moderna;0;2;2
2021-03-19;Umbria;30-39;Moderna;0;3;3
2021-03-19;Umbria;40-49;Moderna;0;1;1
2021-03-19;Umbria;50-59;Moderna;0;5;5
2021-03-19;Valle d'Aosta / Vallée d'Aoste;30-39;Moderna;0;1;1
2021-03-19;Valle d'Aosta / Vallée d'Aoste;50-59;Moderna;0;1;1
2021-03-19;Valle d'Aosta / Vallée d'Aoste;60-69;Moderna;0;5;5
2021-03-19;Valle d'Aosta / Vallée d'Aoste;70-79;Moderna;0;4;4
2021-03-19;Valle d'Aosta / Vallée d'Aoste;80-89;Moderna;1;7;8
2021-03-19;Valle d'Aosta / Vallée d'Aoste;90+;Moderna;1;12;13
2021-03-19;Veneto;20-29;Moderna;15;93;108
2021-03-19;Veneto;30-39;Moderna;24;37;61
2021-03-19;Veneto;40-49;Moderna;29;25;54
2021-03-19;Veneto;50-59;Moderna;50;48;98
2021-03-19;Veneto;60-69;Moderna;47;41;88
2021-03-19;Veneto;70-79;Moderna;30;12;42
2021-03-19;Veneto;80-89;Moderna;806;0;806
2021-03-19;Veneto;90+;Moderna;23;0;23
2021-03-19;Abruzzo;16-19;Pfizer/BioNTech;0;11;11
2021-03-19;Abruzzo;20-29;Pfizer/BioNTech;30;78;108
2021-03-19;Abruzzo;30-39;Pfizer/BioNTech;23;76;99
2021-03-19;Abruzzo;40-49;Pfizer/BioNTech;28;108;136
2021-03-19;Abruzzo;50-59;Pfizer/BioNTech;47;124;171
2021-03-19;Abruzzo;60-69;Pfizer/BioNTech;24;60;84
2021-03-19;Abruzzo;70-79;Pfizer/BioNTech;40;27;67
2021-03-19;Abruzzo;80-89;Pfizer/BioNTech;1953;1585;3538
2021-03-19;Abruzzo;90+;Pfizer/BioNTech;282;331;613
2021-03-19;Basilicata;20-29;Pfizer/BioNTech;4;5;9
2021-03-19;Basilicata;30-39;Pfizer/BioNTech;3;22;25
2021-03-19;Basilicata;40-49;Pfizer/BioNTech;4;22;26
2021-03-19;Basilicata;50-59;Pfizer/BioNTech;6;40;46
2021-03-19;Basilicata;60-69;Pfizer/BioNTech;5;20;25
2021-03-19;Basilicata;70-79;Pfizer/BioNTech;6;6;12
2021-03-19;Basilicata;80-89;Pfizer/BioNTech;34;1603;1637
2021-03-19;Basilicata;90+;Pfizer/BioNTech;9;310;319
2021-03-19;Calabria;16-19;Pfizer/BioNTech;11;2;13
2021-03-19;Calabria;20-29;Pfizer/BioNTech;29;59;88
2021-03-19;Calabria;30-39;Pfizer/BioNTech;66;121;187
2021-03-19;Calabria;40-49;Pfizer/BioNTech;103;117;220
2021-03-19;Calabria;50-59;Pfizer/BioNTech;200;132;332
2021-03-19;Calabria;60-69;Pfizer/BioNTech;294;119;413
2021-03-19;Calabria;70-79;Pfizer/BioNTech;386;99;485
2021-03-19;Calabria;80-89;Pfizer/BioNTech;592;1311;1903
2021-03-19;Calabria;90+;Pfizer/BioNTech;115;197;312
2021-03-19;Campania;16-19;Pfizer/BioNTech;6;1;7
2021-03-19;Campania;20-29;Pfizer/BioNTech;103;45;148
2021-03-19;Campania;30-39;Pfizer/BioNTech;127;128;255
2021-03-19;Campania;40-49;Pfizer/BioNTech;135;113;248
2021-03-19;Campania;50-59;Pfizer/BioNTech;172;121;293
2021-03-19;Campania;60-69;Pfizer/BioNTech;244;113;357
2021-03-19;Campania;70-79;Pfizer/BioNTech;161;31;192
2021-03-19;Campania;80-89;Pfizer/BioNTech;4270;2837;7107
2021-03-19;Campania;90+;Pfizer/BioNTech;479;404;883
2021-03-19;Emilia-Romagna;16-19;Pfizer/BioNTech;1;0;1
2021-03-19;Emilia-Romagna;20-29;Pfizer/BioNTech;90;42;132
2021-03-19;Emilia-Romagna;30-39;Pfizer/BioNTech;107;59;166
2021-03-19;Emilia-Romagna;40-49;Pfizer/BioNTech;156;94;250
2021-03-19;Emilia-Romagna;50-59;Pfizer/BioNTech;215;107;322
2021-03-19;Emilia-Romagna;60-69;Pfizer/BioNTech;161;229;390
2021-03-19;Emilia-Romagna;70-79;Pfizer/BioNTech;719;199;918
2021-03-19;Emilia-Romagna;80-89;Pfizer/BioNTech;2830;4669;7499
2021-03-19;Emilia-Romagna;90+;Pfizer/BioNTech;283;2059;2342
2021-03-19;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;13;11;24
2021-03-19;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;21;19;40
2021-03-19;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;22;27;49
2021-03-19;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;26;26;52
2021-03-19;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;15;18;33
2021-03-19;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;8;21;29
2021-03-19;Friuli-Venezia Giulia;80-89;Pfizer/BioNTech;758;1395;2153
2021-03-19;Friuli-Venezia Giulia;90+;Pfizer/BioNTech;96;236;332
2021-03-19;Lazio;16-19;Pfizer/BioNTech;41;11;52
2021-03-19;Lazio;20-29;Pfizer/BioNTech;173;108;281
2021-03-19;Lazio;30-39;Pfizer/BioNTech;215;142;357
2021-03-19;Lazio;40-49;Pfizer/BioNTech;355;203;558
2021-03-19;Lazio;50-59;Pfizer/BioNTech;579;236;815
2021-03-19;Lazio;60-69;Pfizer/BioNTech;691;282;973
2021-03-19;Lazio;70-79;Pfizer/BioNTech;1436;182;1618
2021-03-19;Lazio;80-89;Pfizer/BioNTech;3408;3638;7046
2021-03-19;Lazio;90+;Pfizer/BioNTech;719;749;1468
2021-03-19;Liguria;16-19;Pfizer/BioNTech;5;0;5
2021-03-19;Liguria;20-29;Pfizer/BioNTech;55;17;72
2021-03-19;Liguria;30-39;Pfizer/BioNTech;71;39;110
2021-03-19;Liguria;40-49;Pfizer/BioNTech;112;79;191
2021-03-19;Liguria;50-59;Pfizer/BioNTech;139;180;319
2021-03-19;Liguria;60-69;Pfizer/BioNTech;124;181;305
2021-03-19;Liguria;70-79;Pfizer/BioNTech;88;100;188
2021-03-19;Liguria;80-89;Pfizer/BioNTech;1042;1919;2961
2021-03-19;Liguria;90+;Pfizer/BioNTech;172;629;801
2021-03-19;Lombardia;16-19;Pfizer/BioNTech;7;11;18
2021-03-19;Lombardia;20-29;Pfizer/BioNTech;287;257;544
2021-03-19;Lombardia;30-39;Pfizer/BioNTech;317;408;725
2021-03-19;Lombardia;40-49;Pfizer/BioNTech;430;490;920
2021-03-19;Lombardia;50-59;Pfizer/BioNTech;557;613;1170
2021-03-19;Lombardia;60-69;Pfizer/BioNTech;375;341;716
2021-03-19;Lombardia;70-79;Pfizer/BioNTech;267;175;442
2021-03-19;Lombardia;80-89;Pfizer/BioNTech;11638;8737;20375
2021-03-19;Lombardia;90+;Pfizer/BioNTech;704;1814;2518
2021-03-19;Marche;16-19;Pfizer/BioNTech;8;5;13
2021-03-19;Marche;20-29;Pfizer/BioNTech;13;133;146
2021-03-19;Marche;30-39;Pfizer/BioNTech;15;107;122
2021-03-19;Marche;40-49;Pfizer/BioNTech;16;118;134
2021-03-19;Marche;50-59;Pfizer/BioNTech;15;101;116
2021-03-19;Marche;60-69;Pfizer/BioNTech;8;91;99
2021-03-19;Marche;70-79;Pfizer/BioNTech;9;44;53
2021-03-19;Marche;80-89;Pfizer/BioNTech;21;2371;2392
2021-03-19;Marche;90+;Pfizer/BioNTech;6;350;356
2021-03-19;Molise;16-19;Pfizer/BioNTech;2;0;2
2021-03-19;Molise;20-29;Pfizer/BioNTech;5;1;6
2021-03-19;Molise;30-39;Pfizer/BioNTech;16;3;19
2021-03-19;Molise;40-49;Pfizer/BioNTech;18;2;20
2021-03-19;Molise;50-59;Pfizer/BioNTech;31;4;35
2021-03-19;Molise;60-69;Pfizer/BioNTech;42;10;52
2021-03-19;Molise;70-79;Pfizer/BioNTech;42;0;42
2021-03-19;Molise;80-89;Pfizer/BioNTech;14;404;418
2021-03-19;Molise;90+;Pfizer/BioNTech;2;3;5
2021-03-19;Provincia Autonoma Bolzano / Bozen;16-19;Pfizer/BioNTech;2;0;2
2021-03-19;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;45;14;59
2021-03-19;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;68;14;82
2021-03-19;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;83;37;120
2021-03-19;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;89;32;121
2021-03-19;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;70;9;79
2021-03-19;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;213;1;214
2021-03-19;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;183;817;1000
2021-03-19;Provincia Autonoma Bolzano / Bozen;90+;Pfizer/BioNTech;34;183;217
2021-03-19;Provincia Autonoma Trento;16-19;Pfizer/BioNTech;0;1;1
2021-03-19;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;27;104;131
2021-03-19;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;25;34;59
2021-03-19;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;30;29;59
2021-03-19;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;41;41;82
2021-03-19;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;21;31;52
2021-03-19;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;763;11;774
2021-03-19;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;402;420;822
2021-03-19;Provincia Autonoma Trento;90+;Pfizer/BioNTech;87;97;184
2021-03-19;Piemonte;16-19;Pfizer/BioNTech;5;2;7
2021-03-19;Piemonte;20-29;Pfizer/BioNTech;143;97;240
2021-03-19;Piemonte;30-39;Pfizer/BioNTech;203;134;337
2021-03-19;Piemonte;40-49;Pfizer/BioNTech;225;173;398
2021-03-19;Piemonte;50-59;Pfizer/BioNTech;264;240;504
2021-03-19;Piemonte;60-69;Pfizer/BioNTech;200;171;371
2021-03-19;Piemonte;70-79;Pfizer/BioNTech;153;80;233
2021-03-19;Piemonte;80-89;Pfizer/BioNTech;2385;4471;6856
2021-03-19;Piemonte;90+;Pfizer/BioNTech;311;1119;1430
2021-03-19;Puglia;16-19;Pfizer/BioNTech;0;3;3
2021-03-19;Puglia;20-29;Pfizer/BioNTech;19;98;117
2021-03-19;Puglia;30-39;Pfizer/BioNTech;25;153;178
2021-03-19;Puglia;40-49;Pfizer/BioNTech;28;227;255
2021-03-19;Puglia;50-59;Pfizer/BioNTech;41;237;278
2021-03-19;Puglia;60-69;Pfizer/BioNTech;40;137;177
2021-03-19;Puglia;70-79;Pfizer/BioNTech;32;57;89
2021-03-19;Puglia;80-89;Pfizer/BioNTech;2485;2301;4786
2021-03-19;Puglia;90+;Pfizer/BioNTech;363;302;665
2021-03-19;Sardegna;16-19;Pfizer/BioNTech;6;1;7
2021-03-19;Sardegna;20-29;Pfizer/BioNTech;88;110;198
2021-03-19;Sardegna;30-39;Pfizer/BioNTech;130;325;455
2021-03-19;Sardegna;40-49;Pfizer/BioNTech;234;397;631
2021-03-19;Sardegna;50-59;Pfizer/BioNTech;297;443;740
2021-03-19;Sardegna;60-69;Pfizer/BioNTech;295;374;669
